Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,충전용량-방전용량,,soc
15363,26499.81275,02-28-2016 01:36:49,687.7721114,7,1,-0.222129181,3.524722099,1.842816538,1.447343666,7.199437212,5.305488339,6.48022E-05,0,0,0,0,,0.395472872,,24.19315442
15364,26500.82836,02-28-2016 01:36:50,688.7877248,7,1,-0.222129181,3.524883986,1.842816538,1.447406333,7.199437212,5.305709236,6.48022E-05,0,0,0,0,,0.395410205,,24.18983289
15365,26501.84387,02-28-2016 01:36:51,689.8032391,7,1,-0.222129181,3.525045872,1.842816538,1.447451652,7.199437212,5.305868984,9.71794E-05,0,0,0,0,,0.395364886,,24.18743088
15366,26502.84391,02-28-2016 01:36:52,690.8032789,7,1,-0.222309127,3.525045872,1.842816538,1.447530712,7.199437212,5.306147675,3.23772E-05,0,0,0,0,,0.395285826,,24.18324049
15367,26503.8441,02-28-2016 01:36:53,691.8034682,7,1,-0.221949235,3.525207996,1.842816538,1.44759243,7.199437212,5.306365239,9.71794E-05,0,0,0,0,,0.395224108,,24.17996927
15368,26504.85956,02-28-2016 01:36:54,692.8189219,7,1,-0.222129181,3.525045872,1.842816538,1.447655096,7.199437212,5.306586148,6.47545E-05,0,0,0,0,,0.395161442,,24.17664783
15369,26505.85957,02-28-2016 01:36:55,693.818939,7,1,-0.222309127,3.525207996,1.842816538,1.447716807,7.199437212,5.306803695,3.24249E-05,0,0,0,0,,0.395099731,,24.17337698
15370,26506.87518,02-28-2016 01:36:56,694.8345422,7,1,-0.222309127,3.525369883,1.842816538,1.447779475,7.199437212,5.307024619,6.48022E-05,0,0,0,0,,0.395037063,,24.17005544
15371,26507.89076,02-28-2016 01:36:57,695.8501294,7,1,-0.222129181,3.525369883,1.842816538,1.447842149,7.199437212,5.307245568,3.23772E-05,0,0,0,0,,0.394974389,,24.16673355
15372,26508.89086,02-28-2016 01:36:58,696.8502296,7,1,-0.222129181,3.525532007,1.842816538,1.447883614,7.199437212,5.307391754,9.72271E-05,0,0,0,0,,0.394932924,,24.16453577
15373,26509.90635,02-28-2016 01:36:59,697.8657136,7,1,-0.222129181,3.525532007,1.842816538,1.447966534,7.199437212,5.307684085,6.48022E-05,0,0,0,0,,0.394850004,,24.16014083
15374,26510.92203,02-28-2016 01:37:00,698.8813923,7,1,-0.222129181,3.525693893,1.842816538,1.448029201,7.199437212,5.307905022,6.48022E-05,0,0,0,0,,0.394787337,,24.15681931
15375,26511.93758,02-28-2016 01:37:01,699.8969471,7,1,-0.222129181,3.525532007,1.842816538,1.448091866,7.199437212,5.308125955,3.24249E-05,0,0,0,0,,0.394724672,,24.15349792
15376,26512.93758,02-28-2016 01:37:02,700.8969502,7,1,-0.222129181,3.525856018,1.842816538,1.448153574,7.199437212,5.308343518,6.48022E-05,0,0,0,0,,0.394662964,,24.15022723
15377,26513.93772,02-28-2016 01:37:03,701.8970853,7,1,-0.222129181,3.525693893,1.842816538,1.448215299,7.199437212,5.308561143,3.23772E-05,0,0,0,0,,0.394601239,,24.14695565
15378,26514.95318,02-28-2016 01:37:04,702.9125446,7,1,-0.222129181,3.525856018,1.842816538,1.448277971,7.199437212,5.308782115,3.24249E-05,0,0,0,0,,0.394538567,,24.14363386
15379,26515.95322,02-28-2016 01:37:05,703.9125874,7,1,-0.222129181,3.526017904,1.842816538,1.448339693,7.199437212,5.308999737,9.71794E-05,0,0,0,0,,0.394476845,,24.14036243
15380,26516.96878,02-28-2016 01:37:06,704.9281415,7,1,-0.222129181,3.526017904,1.842816538,1.448402376,7.199437212,5.30922075,6.48022E-05,0,0,0,0,,0.394414163,,24.13704012
15381,26517.98427,02-28-2016 01:37:07,705.9436313,7,1,-0.834309995,3.45393157,1.842816538,1.448616857,7.199437212,5.309962826,-0.014352465,0,0,0,0,,0.394199681,,24.12567203
15382,26518.98457,02-28-2016 01:37:08,706.9439363,7,1,-0.834489942,3.451825857,1.842816538,1.448852276,7.199437212,5.310775691,-0.014806032,0,0,0,0,,0.393964262,,24.11319424
15383,26520,02-28-2016 01:37:09,707.9593618,7,1,-0.834309995,3.450691938,1.842816538,1.449087612,7.199437212,5.31158792,-0.015032816,0,0,0,0,,0.393728926,,24.10072086
15384,26521.01559,02-28-2016 01:37:10,708.9749581,7,1,-0.834309995,3.449881792,1.842816538,1.449322969,7.199437212,5.312399971,-0.015194845,0,0,0,0,,0.393493569,,24.08824632
15385,26522.0312,02-28-2016 01:37:11,709.9905699,7,1,-0.834309995,3.448909998,1.842816538,1.449558348,7.199437212,5.313211875,-0.001619911,0,0,0,0,,0.39325819,,24.07577063
15386,26523.04682,02-28-2016 01:37:12,711.0061829,7,1,-0.834309995,3.448261976,1.842816538,1.449793719,7.199437212,5.314023568,-0.000809956,0,0,0,0,,0.393022819,,24.06329537
15387,26524.04683,02-28-2016 01:37:13,712.006196,7,1,-0.834309995,3.447613955,1.842816538,1.450025472,7.199437212,5.314822606,-0.000647974,0,0,0,0,,0.392791066,,24.05101191
15388,26525.0624,02-28-2016 01:37:15,713.0217648,7,1,-0.834309995,3.44664216,1.842816538,1.450260839,7.199437212,5.315633952,-0.000680351,0,0,0,0,,0.392555699,,24.03853685
15389,26526.06244,02-28-2016 01:37:16,714.021803,7,1,-0.834309995,3.44631815,1.842816538,1.450492591,7.199437212,5.316432688,-0.000550747,0,0,0,0,,0.392323947,,24.0262534
15390,26527.07803,02-28-2016 01:37:17,715.0373942,7,1,-0.834309995,3.445508003,1.842816538,1.450727959,7.199437212,5.317243759,-0.000583172,0,0,0,0,,0.392088579,,24.01377831
15391,26528.07805,02-28-2016 01:37:18,716.0374176,7,1,-0.834309995,3.445184231,1.842816538,1.450959723,7.199437212,5.318042268,-0.00051837,0,0,0,0,,0.391856815,,24.00149423
15392,26529.07817,02-28-2016 01:37:19,717.0375339,7,1,-0.834309995,3.444536209,1.842816538,1.451191513,7.199437212,5.318840742,-0.000485945,0,0,0,0,,0.391625025,,23.98920878
15393,26530.09359,02-28-2016 01:37:20,718.0529518,7,1,-0.834309995,3.443888187,1.842816538,1.451426842,7.199437212,5.319651287,-0.00051837,0,0,0,0,,0.391389696,,23.9767357
15394,26531.10932,02-28-2016 01:37:21,719.0686831,7,1,-0.834309995,3.443564177,1.842816538,1.451662247,7.199437212,5.320461975,-0.000453568,0,0,0,0,,0.391154291,,23.96425867
15395,26532.12482,02-28-2016 01:37:22,720.0841836,7,1,-0.222129181,3.501719236,1.842816538,1.451890942,7.199437212,5.321249624,0.011307001,0,0,0,0,,0.390925597,,23.95213727
15396,26533.12483,02-28-2016 01:37:23,721.0842001,7,1,-0.222309127,3.516298532,1.842816538,1.451952662,7.199437212,5.32146648,0.014320088,0,0,0,0,,0.390863876,,23.94886592
15397,26534.12497,02-28-2016 01:37:24,722.084338,7,1,-0.222129181,3.517594337,1.842816538,1.452014382,7.199437212,5.321683549,0.014708852,0,0,0,0,,0.390802157,,23.94559464
15398,26535.14041,02-28-2016 01:37:25,723.0997801,7,1,-0.222129181,3.518242359,1.842816538,1.452077037,7.199437212,5.321903965,0.014903212,0,0,0,0,,0.390739502,,23.94227377
15399,26536.15601,02-28-2016 01:37:26,724.1153736,7,1,-0.221949235,3.519052267,1.842816538,1.452139706,7.199437212,5.322124475,0.015194798,0,0,0,0,,0.390676832,,23.93895213
15400,26537.17166,02-28-2016 01:37:27,725.1310277,7,1,-0.222129181,3.519376278,1.842816538,1.45220239,7.199437212,5.322345067,0.000647974,0,0,0,0,,0.390614148,,23.9356297
15401,26538.17167,02-28-2016 01:37:28,726.1310362,7,1,-0.222309127,3.519700289,1.842816538,1.452264104,7.199437212,5.322562267,0.000453568,0,0,0,0,,0.390552434,,23.93235872
15402,26539.17179,02-28-2016 01:37:29,727.1311576,7,1,-0.221949235,3.520186186,1.842816538,1.452325825,7.199437212,5.322779519,0.00042119,0,0,0,0,,0.390490713,,23.92908735
15403,26540.18757,02-28-2016 01:37:30,728.1469323,7,1,-0.222309127,3.52034831,1.842816538,1.452387527,7.199437212,5.322996723,0.000291586,0,0,0,0,,0.390429011,,23.92581699
15404,26541.20294,02-28-2016 01:37:31,729.1623033,7,1,-0.222129181,3.520672321,1.842816538,1.452451155,7.199437212,5.323220728,0.000291586,0,0,0,0,,0.390365383,,23.92244452
15405,26542.21846,02-28-2016 01:37:32,730.1778247,7,1,-0.222309127,3.520834208,1.842816538,1.452513825,7.199437212,5.323441375,0.000259209,0,0,0,0,,0.390302713,,23.91912285
15406,26543.2341,02-28-2016 01:37:33,731.1934647,7,1,-0.222129181,3.521158218,1.842816538,1.452576509,7.199437212,5.32366209,0.000226784,0,0,0,0,,0.390240029,,23.91580046
15407,26544.23413,02-28-2016 01:37:34,732.193494,7,1,-0.221949235,3.521482229,1.842816538,1.452638224,7.199437212,5.323879409,0.000226784,0,0,0,0,,0.390178314,,23.91252939
15408,26545.24965,02-28-2016 01:37:35,733.2090149,7,1,-0.222129181,3.521644115,1.842816538,1.452700898,7.199437212,5.324100114,0.000226784,0,0,0,0,,0.39011564,,23.90920752
15409,26546.24972,02-28-2016 01:37:36,734.2090848,7,1,-0.222129181,3.52180624,1.842816538,1.452762622,7.199437212,5.324317486,0.000162029,0,0,0,0,,0.390053916,,23.90593599
15410,26547.2653,02-28-2016 01:37:37,735.2246659,7,1,-1.111428857,3.425259113,1.842816538,1.452869679,7.199437212,5.3246896,-0.019179821,0,0,0,0,,0.389946859,,23.90026171
15411,26548.28085,02-28-2016 01:37:38,736.2402209,7,1,-1.11124897,3.41489172,1.842816538,1.453183161,7.199437212,5.325761013,-0.021285677,0,0,0,0,,0.389633377,,23.88364638
15412,26549.29646,02-28-2016 01:37:39,737.255825,7,1,-1.11124897,3.412461758,1.842816538,1.453496658,7.199437212,5.326831157,-0.021836471,0,0,0,0,,0.38931988,,23.86703025
15413,26550.29647,02-28-2016 01:37:40,738.2558355,7,1,-1.11124897,3.411003828,1.842816538,1.453805344,7.199437212,5.327884289,-0.022160482,0,0,0,0,,0.389011194,,23.85066908
15414,26551.29647,02-28-2016 01:37:41,739.2558411,7,1,-1.111428857,3.409545898,1.842816538,1.454114026,7.199437212,5.328936956,-0.022484446,0,0,0,0,,0.388702512,,23.83430817
15415,26552.29648,02-28-2016 01:37:42,740.2558465,7,1,-1.111428857,3.408250093,1.842816538,1.45442271,7.199437212,5.329989235,-0.001490307,0,0,0,0,,0.388393828,,23.81794712
15416,26553.31204,02-28-2016 01:37:43,741.2714024,7,1,-1.11124897,3.407278061,1.842816538,1.454736198,7.199437212,5.331057536,-0.001101542,0,0,0,0,,0.38808034,,23.80133144
15417,26554.31219,02-28-2016 01:37:44,742.2715576,7,1,-1.11124897,3.406306028,1.842816538,1.455044922,7.199437212,5.332109288,-0.00093956,0,0,0,0,,0.387771617,,23.78496834
15418,26555.32769,02-28-2016 01:37:45,743.2870612,7,1,-1.111068964,3.405334234,1.842816538,1.455358387,7.199437212,5.333176889,-0.000874758,0,0,0,0,,0.387458151,,23.76835389
15419,26556.34324,02-28-2016 01:37:46,744.3026057,7,1,-1.11124897,3.404524326,1.842816538,1.455671861,7.199437212,5.334244243,-0.000809956,0,0,0,0,,0.387144677,,23.75173896
15420,26557.34326,02-28-2016 01:37:47,745.302629,7,1,-1.111068964,3.40371418,1.842816538,1.455980545,7.199437212,5.335295035,-0.000745201,0,0,0,0,,0.386835993,,23.73537793
15421,26558.35885,02-28-2016 01:37:48,746.3182147,7,1,-1.11124897,3.402904272,1.842816538,1.45629404,7.199437212,5.336361942,-0.000745153,0,0,0,0,,0.386522498,,23.71876187
15422,26559.35902,02-28-2016 01:37:49,747.3183869,7,1,-1.11124897,3.40225625,1.842816538,1.456602762,7.199437212,5.337412375,-0.000712776,0,0,0,0,,0.386213776,,23.70239886
15423,26560.37443,02-28-2016 01:37:50,748.3338009,7,1,-1.111428857,3.401284456,1.842816538,1.456916196,7.199437212,5.338478614,-0.000712728,0,0,0,0,,0.385900342,,23.68578602
15424,26561.37449,02-28-2016 01:37:51,749.3338544,7,1,-1.111068964,3.400798321,1.842816538,1.457224894,7.199437212,5.339528513,-0.000615597,0,0,0,0,,0.385591644,,23.66942425
15425,26562.39004,02-28-2016 01:37:52,750.3494068,7,1,-1.111068964,3.399826527,1.842816538,1.457538376,7.199437212,5.340594451,-0.000647974,0,0,0,0,,0.385278162,,23.65280892
15426,26563.4056,02-28-2016 01:37:53,751.3649678,7,1,-1.11124897,3.399502516,1.842816538,1.45785186,7.199437212,5.341660219,-0.000583172,0,0,0,0,,0.384964678,,23.63619349
15427,26564.40581,02-28-2016 01:37:54,752.3651725,7,1,-1.111068964,3.399178505,1.842816538,1.4581606,7.199437212,5.342709696,-0.000453568,0,0,0,0,,0.384655938,,23.61982947
15428,26565.42126,02-28-2016 01:37:55,753.3806225,7,1,-1.11124897,3.398368597,1.842816538,1.458474041,7.199437212,5.34377496,-0.00051837,0,0,0,0,,0.384342497,,23.60321632
15429,26566.43686,02-28-2016 01:37:56,754.3962285,7,1,-1.11124897,3.397720575,1.842816538,1.458787536,7.199437212,5.344840213,-0.000453568,0,0,0,0,,0.384029002,,23.5866003
15430,26567.45257,02-28-2016 01:37:57,755.411936,7,1,-1.11124897,3.397072554,1.842816538,1.45910108,7.199437212,5.34590544,-0.00051837,0,0,0,0,,0.383715458,,23.56998167
15431,26568.45258,02-28-2016 01:37:58,756.4119451,7,1,-1.11124897,3.396586657,1.842816538,1.459409765,7.199437212,5.346953991,-0.000485992,0,0,0,0,,0.383406773,,23.55362055
15432,26569.45267,02-28-2016 01:37:59,757.4120367,7,1,-1.11124897,3.395938635,1.842816538,1.459718463,7.199437212,5.348002434,-0.000485992,0,0,0,0,,0.383098075,,23.53725878
15433,26570.46809,02-28-2016 01:38:00,758.4274564,7,1,-1.111428857,3.395452738,1.842816538,1.460031908,7.199437212,5.349066824,-0.000485945,0,0,0,0,,0.38278463,,23.52064539
15434,26571.48368,02-28-2016 01:38:01,759.4430452,7,1,-1.111068964,3.394804716,1.842816538,1.46034539,7.199437212,5.350131172,-0.000485992,0,0,0,0,,0.382471148,,23.50403007
15435,26572.4837,02-28-2016 01:38:02,760.4430684,7,1,0.11077337,3.538329363,1.842828553,1.460530834,7.199479602,5.350760837,0.028316164,0,0,0,0,,0.382297719,,23.49483788
15436,26573.48387,02-28-2016 01:38:03,761.4432382,7,1,0.11077337,3.545132875,1.842859327,1.460530834,7.199588632,5.350760837,0.029838849,0,0,0,0,,0.382328493,,23.49646898
15437,26574.49943,02-28-2016 01:38:04,762.4587983,7,1,0.11077337,3.547400713,1.842890577,1.460530834,7.199699458,5.350760837,0.030357217,0,0,0,0,,0.382359743,,23.4981253
15438,26575.51487,02-28-2016 01:38:05,763.4742334,7,1,0.110593416,3.549182653,1.842921817,1.460530834,7.199810309,5.350760837,0.030810785,0,0,0,0,,0.382390983,,23.49978109
15439,26576.51493,02-28-2016 01:38:06,764.4742973,7,1,0.110953316,3.550640583,1.842952581,1.460530834,7.199919516,5.350760837,0.004308986,0,0,0,0,,0.382421747,,23.50141167
15440,26577.53046,02-28-2016 01:38:07,765.4898311,7,1,0.110593416,3.551612616,1.842983832,1.460530834,7.20003049,5.350760837,0.00145793,0,0,0,0,,0.382452997,,23.50306804
15441,26578.54608,02-28-2016 01:38:08,766.5054454,7,1,0.11077337,3.552746534,1.843015085,1.460530834,7.200141508,5.350760837,0.001166344,0,0,0,0,,0.382484251,,23.50472456
15442,26579.54626,02-28-2016 01:38:09,767.5056308,7,1,0.11077337,3.553556442,1.843045866,1.460530834,7.200250877,5.350760837,0.00093956,0,0,0,0,,0.382515032,,23.50635602
15443,26580.56167,02-28-2016 01:38:10,768.5210375,7,1,0.11077337,3.554528475,1.843077117,1.460530834,7.200361944,5.350760837,0.000874758,0,0,0,0,,0.382546282,,23.50801238
15444,26581.56167,02-28-2016 01:38:11,769.521039,7,1,0.110593416,3.555338383,1.843107895,1.460530834,7.200471356,5.350760837,0.000809956,0,0,0,0,,0.38257706,,23.50964369
15445,26582.57729,02-28-2016 01:38:12,770.536661,7,1,-0.167245254,3.524074078,1.84312424,1.460552741,7.20052947,5.35083807,-0.005702114,0,0,0,0,,0.382571499,,23.50934893
15446,26583.59287,02-28-2016 01:38:13,771.5522412,7,1,-0.1674252,3.52326417,1.84312424,1.460599961,7.20052947,5.351004449,-0.006058455,0,0,0,0,,0.382524279,,23.50684615
15447,26584.59307,02-28-2016 01:38:14,772.5524343,7,1,-0.167245254,3.523587942,1.84312424,1.460646456,7.20052947,5.351168273,-0.006123304,0,0,0,0,,0.382477784,,23.50438179
15448,26585.6085,02-28-2016 01:38:15,773.5678648,7,1,-0.167245254,3.523750067,1.84312424,1.46069365,7.20052947,5.351334569,-0.006252861,0,0,0,0,,0.382430589,,23.50188035
15449,26586.6085,02-28-2016 01:38:16,774.5678698,7,1,-0.167245254,3.523911953,1.84312424,1.460740133,7.20052947,5.35149837,-0.000324011,0,0,0,0,,0.382384106,,23.49941664
15450,26587.60851,02-28-2016 01:38:17,775.567874,7,1,-0.167245254,3.524235964,1.84312424,1.460786611,7.20052947,5.351662163,0.000161982,0,0,0,0,,0.382337628,,23.49695319
15451,26588.62408,02-28-2016 01:38:18,776.5834509,7,1,-0.1674252,3.524398088,1.84312424,1.460833808,7.20052947,5.351828497,0.000162029,0,0,0,0,,0.382290432,,23.49445164
15452,26589.63986,02-28-2016 01:38:19,777.5992252,7,1,-0.1674252,3.524722099,1.84312424,1.460881026,7.20052947,5.351994915,0.000226831,0,0,0,0,,0.382243214,,23.49194899
15453,26590.65539,02-28-2016 01:38:20,778.614753,7,1,-0.1674252,3.524883986,1.84312424,1.460928234,7.20052947,5.352161315,0.000194407,0,0,0,0,,0.382196006,,23.48944682
15454,26591.67091,02-28-2016 01:38:21,779.6302766,7,1,-0.1674252,3.525207996,1.84312424,1.460975437,7.20052947,5.352327711,0.000194407,0,0,0,0,,0.382148802,,23.48694494
15455,26592.67096,02-28-2016 01:38:22,780.6303286,7,1,-0.1674252,3.525532007,1.84312424,1.461021909,7.20052947,5.35249154,0.000259209,0,0,0,0,,0.382102331,,23.4844818
15456,26593.68667,02-28-2016 01:38:23,781.646034,7,1,-0.1674252,3.525693893,1.84312424,1.461069132,7.20052947,5.352658027,0.000194359,0,0,0,0,,0.382055108,,23.48197887
15457,26594.70229,02-28-2016 01:38:24,782.661652,7,1,-0.1674252,3.525856018,1.84312424,1.461116342,7.20052947,5.352824478,0.000194407,0,0,0,0,,0.382007898,,23.47947665
15458,26595.71774,02-28-2016 01:38:25,783.6771068,7,1,-0.167605147,3.526017904,1.84312424,1.461162829,7.20052947,5.352988392,0.000161982,0,0,0,0,,0.381961411,,23.47701271
15459,26596.73338,02-28-2016 01:38:26,784.6927478,7,1,-0.1674252,3.526341915,1.84312424,1.461210769,7.20052947,5.353157441,0.000194407,0,0,0,0,,0.38191347,,23.47447174
15460,26597.74893,02-28-2016 01:38:27,785.708296,7,1,-0.167245254,3.526503801,1.84312424,1.461257977,7.20052947,5.353323917,0.000194359,0,0,0,0,,0.381866263,,23.4719696
15461,26598.74895,02-28-2016 01:38:28,786.708313,7,1,-0.1674252,3.526665926,1.84312424,1.461304457,7.20052947,5.353487835,0.000161982,0,0,0,0,,0.381819783,,23.46950606
15462,26599.74897,02-28-2016 01:38:29,787.7083372,7,1,-0.167245254,3.526989937,1.84312424,1.461350944,7.20052947,5.353651786,0.000161982,0,0,0,0,,0.381773296,,23.46704213
15463,26600.76454,02-28-2016 01:38:30,788.7239082,7,1,-0.167245254,3.527151823,1.84312424,1.461398162,7.20052947,5.353818324,0.000129604,0,0,0,0,,0.381726078,,23.46453944
15464,26601.76456,02-28-2016 01:38:31,789.7239311,7,1,-0.1674252,3.527313948,1.84312424,1.46144465,7.20052947,5.353982298,0.000194407,0,0,0,0,,0.381679589,,23.46207545
15465,26602.76463,02-28-2016 01:38:32,790.7239977,7,1,-0.1674252,3.527313948,1.84312424,1.46149115,7.20052947,5.354146317,0.000129604,0,0,0,0,,0.38163309,,23.45961088
15466,26603.78013,02-28-2016 01:38:33,791.7394967,7,1,-0.1674252,3.527637959,1.84312424,1.461538365,7.20052947,5.354312871,0.000162029,0,0,0,0,,0.381585875,,23.45710837
15467,26604.78027,02-28-2016 01:38:34,792.7396351,7,1,-0.167245254,3.527799845,1.84312424,1.461584842,7.20052947,5.354476834,0.000161982,0,0,0,0,,0.381539397,,23.45464492
15468,26605.79575,02-28-2016 01:38:35,793.7551202,7,1,-0.1674252,3.527799845,1.84312424,1.461632048,7.20052947,5.354643371,0.000129604,0,0,0,0,,0.381492192,,23.4521429
15469,26606.81133,02-28-2016 01:38:36,794.7707,7,1,-0.167245254,3.528123856,1.84312424,1.461679255,7.20052947,5.354809921,0.000161982,0,0,0,0,,0.381444985,,23.44964081
15470,26607.82696,02-28-2016 01:38:37,795.7863251,7,1,-0.167245254,3.528285742,1.84312424,1.46172647,7.20052947,5.354976503,0.000194359,0,0,0,0,,0.38139777,,23.44713832
15471,26608.82697,02-28-2016 01:38:38,796.786334,7,1,-0.167785093,3.528447866,1.84312424,1.461772951,7.20052947,5.355140506,0.000129604,0,0,0,0,,0.381351289,,23.4446747
15472,26609.82708,02-28-2016 01:38:39,797.7864471,7,1,-0.167245254,3.528609753,1.84312424,1.46181945,7.20052947,5.35530458,0.000129604,0,0,0,0,,0.38130479,,23.44221011
15473,26610.84252,02-28-2016 01:38:40,798.8018904,7,1,-0.167065307,3.528933764,1.84312424,1.461866656,7.20052947,5.355471152,0.000161982,0,0,0,0,,0.381257584,,23.43970809
15474,26611.85814,02-28-2016 01:38:41,799.8175108,7,1,-0.1674252,3.528933764,1.84312424,1.461913865,7.20052947,5.355637744,0.000129604,0,0,0,0,,0.381210375,,23.4372059
15475,26612.85815,02-28-2016 01:38:42,800.8175153,7,1,-0.167245254,3.52909565,1.84312424,1.461960345,7.20052947,5.35580177,0.000129557,0,0,0,0,,0.381163895,,23.43474235
15476,26613.85821,02-28-2016 01:38:43,801.8175771,7,1,-0.167245254,3.529257774,1.84312424,1.462006828,7.20052947,5.355965816,0.000129604,0,0,0,0,,0.381117411,,23.4322786
15477,26614.87375,02-28-2016 01:38:44,802.8331118,7,1,-0.1674252,3.529257774,1.84312424,1.462048946,7.20052947,5.356114459,0.000129604,0,0,0,0,,0.381075294,,23.43004625
15478,26615.88933,02-28-2016 01:38:45,803.8486961,7,1,-0.1674252,3.529257774,1.84312424,1.462101227,7.20052947,5.356298975,9.71794E-05,0,0,0,0,,0.381023013,,23.42727524
15479,26616.90493,02-28-2016 01:38:46,804.8643013,7,1,-0.1674252,3.529419661,1.84312424,1.462148442,7.20052947,5.356465619,9.71794E-05,0,0,0,0,,0.380975797,,23.4247727
15480,26617.92056,02-28-2016 01:38:47,805.8799255,7,1,-0.167245254,3.529581785,1.84312424,1.462195653,7.20052947,5.356632252,9.72271E-05,0,0,0,0,,0.380928587,,23.42227042
15481,26618.93617,02-28-2016 01:38:48,806.895532,7,1,-0.167245254,3.529743671,1.84312424,1.462242859,7.20052947,5.356798875,9.71794E-05,0,0,0,0,,0.380881381,,23.41976839
15482,26619.95177,02-28-2016 01:38:49,807.9111363,7,1,-0.167245254,3.529905796,1.84312424,1.462290075,7.20052947,5.356965541,9.72271E-05,0,0,0,0,,0.380834164,,23.41726578
15483,26620.95179,02-28-2016 01:38:50,808.9111572,7,1,-0.167245254,3.530067682,1.84312424,1.462336558,7.20052947,5.357129622,0.000129604,0,0,0,0,,0.380787682,,23.41480211
15484,26621.96737,02-28-2016 01:38:51,809.926741,7,1,-0.1674252,3.530067682,1.84312424,1.46238378,7.20052947,5.35729632,9.71794E-05,0,0,0,0,,0.380740459,,23.41229918
15485,26622.98301,02-28-2016 01:38:52,810.9423727,7,1,-0.167245254,3.530391693,1.84312424,1.462431,7.20052947,5.357463012,0.000129604,0,0,0,0,,0.38069324,,23.40979643
15486,26623.9986,02-28-2016 01:38:53,811.9579642,7,1,-0.1674252,3.530391693,1.84312424,1.462478209,7.20052947,5.357629674,0.000129604,0,0,0,0,,0.380646031,,23.40729425
15487,26624.99862,02-28-2016 01:38:54,812.9579874,7,1,-0.167605147,3.530391693,1.84312424,1.462524701,7.20052947,5.357793808,9.71794E-05,0,0,0,0,,0.380599539,,23.40483005
15488,26626.01421,02-28-2016 01:38:55,813.9735717,7,1,-0.167245254,3.530553579,1.84312424,1.462571916,7.20052947,5.357960503,9.71794E-05,0,0,0,0,,0.380552324,,23.40232751
15489,26627.01427,02-28-2016 01:38:56,814.9736376,7,1,-0.1674252,3.530715704,1.84312424,1.462618404,7.20052947,5.358124635,9.71794E-05,0,0,0,0,,0.380505836,,23.39986352
15490,26628.02978,02-28-2016 01:38:57,815.9891495,7,1,-0.167245254,3.530715704,1.84312424,1.462665604,7.20052947,5.358291284,6.48022E-05,0,0,0,0,,0.380458636,,23.39736181
15491,26629.04542,02-28-2016 01:38:58,817.0047852,7,1,-0.167245254,3.53087759,1.84312424,1.462712811,7.20052947,5.358457962,9.71794E-05,0,0,0,0,,0.380411428,,23.39485971
15492,26630.06102,02-28-2016 01:39:00,818.0203895,7,1,-0.1674252,3.53087759,1.84312424,1.462760029,7.20052947,5.358624681,6.48022E-05,0,0,0,0,,0.380364211,,23.39235706
15493,26631.07679,02-28-2016 01:39:01,819.0361536,7,1,-0.1674252,3.531039715,1.84312424,1.462807261,7.20052947,5.358791456,6.48022E-05,0,0,0,0,,0.380316979,,23.38985363
15494,26632.09223,02-28-2016 01:39:02,820.0515953,7,1,-0.167245254,3.531039715,1.84312424,1.462854469,7.20052947,5.35895815,9.72271E-05,0,0,0,0,,0.380269771,,23.38735149
15495,26633.09224,02-28-2016 01:39:03,821.0516097,7,1,-0.167245254,3.531363726,1.84312424,1.46290096,7.20052947,5.359122318,0.000129604,0,0,0,0,,0.380223279,,23.38488733
15496,26634.1078,02-28-2016 01:39:04,822.0671667,7,1,-0.1674252,3.531363726,1.84312424,1.462948171,7.20052947,5.35928903,9.72271E-05,0,0,0,0,,0.380176069,,23.38238505
15497,26635.10786,02-28-2016 01:39:05,823.0672307,7,1,-0.1674252,3.531363726,1.84312424,1.462994661,7.20052947,5.3594532,9.72271E-05,0,0,0,0,,0.380129579,,23.37992098
15498,26636.12361,02-28-2016 01:39:06,824.0829787,7,1,-0.167245254,3.531525612,1.84312424,1.463041884,7.20052947,5.359619966,9.71794E-05,0,0,0,0,,0.380082355,,23.377418
15499,26637.13908,02-28-2016 01:39:07,825.098445,7,1,-0.167245254,3.531525612,1.84312424,1.463089087,7.20052947,5.359786665,3.23772E-05,0,0,0,0,,0.380035153,,23.37491613
15500,26638.15465,02-28-2016 01:39:08,826.1140198,7,1,-0.1674252,3.531687737,1.84312424,1.463136294,7.20052947,5.359953381,3.24249E-05,0,0,0,0,,0.379987945,,23.37241403
15501,26639.17035,02-28-2016 01:39:09,827.1297165,7,1,-0.167245254,3.531849623,1.84312424,1.46318352,7.20052947,5.360120165,9.71794E-05,0,0,0,0,,0.37994072,,23.36991097
15502,26640.18624,02-28-2016 01:39:10,828.145602,7,1,-0.167245254,3.531687737,1.84312424,1.463230745,7.20052947,5.360286953,3.24249E-05,0,0,0,0,,0.379893495,,23.3674079
15503,26641.20162,02-28-2016 01:39:11,829.1609814,7,1,-0.167065307,3.532011509,1.84312424,1.463277943,7.20052947,5.360453647,6.47545E-05,0,0,0,0,,0.379846297,,23.36490631
