Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg)
9078,20129.91224,11-12-2015 23:03:29,537.6835783,7,1,-0.277615696,3.530579329,2.0879904,1.591699946,8.019416777,5.904841319,0.021271754,19.40967389,0.496290455,0
9079,20130.91516,11-12-2015 23:03:30,538.6864923,7,1,-0.277796298,3.531064987,2.0879904,1.591777304,8.019416777,5.905114453,0.000679922,19.40665495,0.496213096,0
9080,20131.91808,11-12-2015 23:03:31,539.6894083,7,1,-0.277615696,3.531712532,2.0879904,1.591854669,8.019416777,5.90538767,0.000518036,19.40363572,0.496135731,0
9081,20132.92099,11-12-2015 23:03:32,540.6923274,7,1,-0.277615696,3.532360077,2.0879904,1.591932034,8.019416777,5.905660928,0.000453281,19.40061652,0.496058366,0
9082,20133.92395,11-12-2015 23:03:33,541.6952875,7,1,-0.277796298,3.532683849,2.0879904,1.5920094,8.019416777,5.905934229,0.00035615,19.39759728,0.495981,0
9083,20134.92684,11-12-2015 23:03:34,542.6981712,7,1,-0.277615696,3.533331394,2.0879904,1.592086753,8.019416777,5.906207523,0.000323772,19.39457855,0.495903647,0
9084,20135.92978,11-12-2015 23:03:35,543.7011111,7,1,-0.277796298,3.533817053,2.0879904,1.592164126,8.019416777,5.906480922,0.000323772,19.391559,0.495826274,0
9085,20136.93271,11-12-2015 23:03:36,544.704048,7,1,-0.277615696,3.534302711,2.0879904,1.592241491,8.019416777,5.906754324,0.000323772,19.3885398,0.495748909,0
9086,20137.9357,11-12-2015 23:03:37,545.7070302,7,1,-1.389265776,3.451093435,2.0879904,1.592524667,8.019416777,5.907733983,-0.016479969,19.3774887,0.495465733,0
9087,20138.93851,11-12-2015 23:03:38,546.7098444,7,1,-1.389265776,3.449798346,2.0879904,1.592911639,8.019416777,5.909069176,-0.016738987,19.36238693,0.495078761,0
9088,20139.94145,11-12-2015 23:03:39,547.7127835,7,1,-1.389265776,3.448988914,2.0879904,1.593298648,8.019416777,5.910404113,-0.016998004,19.34728369,0.494691752,0
9089,20140.94436,11-12-2015 23:03:40,548.7156914,7,1,-1.389265776,3.44834137,2.0879904,1.593685657,8.019416777,5.911738761,-0.00058279,19.33218049,0.494304743,0
9090,20141.94726,11-12-2015 23:03:41,549.7185953,7,1,-1.389265776,3.447531939,2.0879904,1.594072658,8.019416777,5.913073138,-0.000518036,19.31707757,0.493917742,0
9091,20142.95026,11-12-2015 23:03:42,550.721596,7,1,-1.389446378,3.44704628,2.0879904,1.594459702,8.019416777,5.914407431,-0.000420904,19.30197299,0.493530699,0
9092,20143.9531,11-12-2015 23:03:43,551.7244367,7,1,-1.389265776,3.446560621,2.0879904,1.594846674,8.019416777,5.915741275,-0.000388527,19.28687121,0.493143727,0
9093,20144.95367,11-12-2015 23:03:44,552.7250069,7,1,-1.389085174,3.446236849,2.0879904,1.595232773,8.019416777,5.917071919,-0.000291395,19.27180349,0.492757627,0
9094,20145.96577,11-12-2015 23:03:45,553.7371082,7,1,-1.389085174,3.44575119,2.0879904,1.595623328,8.019416777,5.918417739,-0.000323772,19.25656186,0.492367072,0
9095,20146.96869,11-12-2015 23:03:46,554.7400242,7,1,-1.389265776,3.445265532,2.0879904,1.596010327,8.019416777,5.919751145,-0.000291395,19.24145902,0.491980073,0
9096,20147.97161,11-12-2015 23:03:47,555.7429465,7,1,-1.389085174,3.444779873,2.0879904,1.596397341,8.019416777,5.921084435,-0.000259018,19.22635562,0.491593059,0
9097,20148.97456,11-12-2015 23:03:48,556.7458927,7,1,-1.389446378,3.4444561,2.0879904,1.596784367,8.019416777,5.922417623,-0.000259018,19.21125174,0.491206034,0
9098,20149.97746,11-12-2015 23:03:49,557.7487947,7,1,-1.389085174,3.444132328,2.0879904,1.597171372,8.019416777,5.923750615,-0.000291395,19.19614866,0.490819028,0
9099,20150.98037,11-12-2015 23:03:50,558.751699,7,1,-1.389085174,3.443970442,2.0879904,1.597558371,8.019416777,5.925083453,-0.000194263,19.18104583,0.49043203,0
9100,20151.98329,11-12-2015 23:03:51,559.7546203,7,1,-1.389265776,3.443646669,2.0879904,1.597945388,8.019416777,5.926416231,-0.000161886,19.16594227,0.490045012,0
9101,20152.98624,11-12-2015 23:03:52,560.7575767,7,1,-1.1114887,3.464206219,2.0879904,1.598275201,8.019416777,5.927556646,0.003982401,19.15307116,0.489715199,0
9102,20153.98912,11-12-2015 23:03:53,561.7604554,7,1,-1.111308098,3.464206219,2.0879904,1.598584804,8.019416777,5.928629182,0.004014778,19.14098872,0.489405596,0
9103,20154.99209,11-12-2015 23:03:54,562.7634185,7,1,-1.111127496,3.464368105,2.0879904,1.59889443,8.019416777,5.929701809,0.004144287,19.12890545,0.489095971,0
9104,20155.99497,11-12-2015 23:03:55,563.7663024,7,1,-1.111308098,3.464206219,2.0879904,1.599204027,8.019416777,5.930774324,0,19.11682325,0.488786373,0
9105,20156.99792,11-12-2015 23:03:56,564.7692551,7,1,-1.111308098,3.464206219,2.0879904,1.599513643,8.019416777,5.931846891,0,19.1047403,0.488476757,0
9106,20158.00083,11-12-2015 23:03:57,565.7721627,7,1,-1.111127496,3.464044333,2.0879904,1.599823255,8.019416777,5.932919408,-3.24E-05,19.09265754,0.488167145,0
9107,20159.00379,11-12-2015 23:03:58,566.7751262,7,1,-1.111308098,3.464044333,2.0879904,1.600132877,8.019416777,5.933991936,-6.48E-05,19.08057439,0.487857523,0
9108,20160.00667,11-12-2015 23:03:59,567.7779983,7,1,-1.111308098,3.464044333,2.0879904,1.600442476,8.019416777,5.935064353,-3.24E-05,19.06849214,0.487547924,0
9109,20161.00967,11-12-2015 23:04:00,568.7810079,7,1,-1.111308098,3.463882446,2.0879904,1.60075212,8.019416777,5.93613691,-6.48E-05,19.05640812,0.48723828,0
9110,20162.01248,11-12-2015 23:04:01,569.7838178,7,1,-1.1114887,3.46372056,2.0879904,1.6010617,8.019416777,5.937209209,-3.24E-05,19.04432661,0.4869287,0
9111,20163.01541,11-12-2015 23:04:02,570.7867413,7,1,-1.111308098,3.463558674,2.0879904,1.601371323,8.019416777,5.938281629,-3.24E-05,19.03224341,0.486619077,0
9112,20164.01833,11-12-2015 23:04:03,571.7896624,7,1,-1.1114887,3.463396788,2.0879904,1.601680941,8.019416777,5.939353997,-9.71E-05,19.02016041,0.48630946,0
9113,20165.02126,11-12-2015 23:04:04,572.792597,7,1,-1.1114887,3.463396788,2.0879904,1.601990563,8.019416777,5.940426352,-3.24E-05,19.00807724,0.485999837,0
9114,20166.02415,11-12-2015 23:04:05,573.7954835,7,1,-1.111669302,3.463234901,2.0879904,1.602300166,8.019416777,5.941498607,-6.48E-05,18.99599481,0.485690234,0
9115,20167.02715,11-12-2015 23:04:06,574.7984855,7,1,-1.111308098,3.463073015,2.0879904,1.602609809,8.019416777,5.942570965,-6.48E-05,18.98391085,0.485380591,0
9116,20168.02999,11-12-2015 23:04:07,575.8013277,7,1,-1.389265776,3.442189693,2.0879904,1.602978674,8.019416777,5.943842251,-0.004241419,18.96951569,0.485011726,0
9117,20169.03292,11-12-2015 23:04:08,576.8042497,7,1,-1.388904572,3.441704035,2.0879904,1.603365687,8.019416777,5.945174296,-0.004306173,18.9544123,0.484624713,0
9118,20170.03582,11-12-2015 23:04:09,577.8071564,7,1,-1.389085174,3.441380262,2.0879904,1.603752681,8.019416777,5.946506127,-0.004370928,18.93930968,0.484237719,0
9119,20171.03877,11-12-2015 23:04:10,578.8101001,7,1,-1.389085174,3.440894604,2.0879904,1.60413969,8.019416777,5.947837886,-0.000291395,18.92420644,0.48385071,0
9120,20172.04168,11-12-2015 23:04:12,579.8130113,7,1,-1.389085174,3.440732718,2.0879904,1.604526696,8.019416777,5.949169495,-0.000194263,18.90910334,0.483463704,0
9121,20173.04465,11-12-2015 23:04:13,580.8159813,7,1,-1.389265776,3.440408945,2.0879904,1.604913716,8.019416777,5.95050106,-0.000226641,18.89399967,0.483076684,0
9122,20174.04752,11-12-2015 23:04:14,581.8188518,7,1,-1.389085174,3.439923286,2.0879904,1.605300699,8.019416777,5.951832371,-0.000226641,18.87889749,0.482689702,0
9123,20175.05394,11-12-2015 23:04:15,582.8252745,7,1,-1.389265776,3.4397614,2.0879904,1.605689056,8.019416777,5.953168313,-0.000194263,18.86374164,0.482301344,0
9124,20176.06017,11-12-2015 23:04:16,583.8315051,7,1,-1.388904572,3.4397614,2.0879904,1.606077345,8.019416777,5.954503909,-0.000129509,18.84858848,0.481913056,0
9125,20177.06312,11-12-2015 23:04:17,584.8344544,7,1,-1.389265776,3.439275742,2.0879904,1.606464355,8.019416777,5.955834984,-0.000161886,18.8334852,0.481526045,0
9126,20178.06606,11-12-2015 23:04:18,585.8373903,7,1,-1.389085174,3.439113855,2.0879904,1.606851371,8.019416777,5.957165975,-0.000161886,18.81838169,0.481139029,0
9127,20179.06895,11-12-2015 23:04:19,586.8402835,7,1,-1.389085174,3.438951969,2.0879904,1.607238362,8.019416777,5.958496808,-0.000161886,18.80327916,0.480752038,0
9128,20180.07185,11-12-2015 23:04:20,587.8431834,7,1,-1.389265776,3.438628197,2.0879904,1.60762535,8.019416777,5.959827562,-9.71E-05,18.78817679,0.480365051,0
9129,20181.07476,11-12-2015 23:04:21,588.8460944,7,1,-1.389085174,3.438466311,2.0879904,1.608012367,8.019416777,5.961158333,-0.000129509,18.77307323,0.479978033,0
9130,20182.07771,11-12-2015 23:04:22,589.8490434,7,1,-1.388904572,3.438304424,2.0879904,1.608399381,8.019416777,5.962488999,-9.71E-05,18.75796982,0.47959102,0
9131,20183.08064,11-12-2015 23:04:23,590.8519753,7,1,-1.389265776,3.437818766,2.0879904,1.608786383,8.019416777,5.963819552,-0.000194263,18.74286686,0.479204017,0
9132,20184.08353,11-12-2015 23:04:24,591.8548614,7,1,-1.389265776,3.437818766,2.0879904,1.609173378,8.019416777,5.965149999,-0.000129509,18.72776419,0.478817022,0
9133,20185.08646,11-12-2015 23:04:25,592.8577916,7,1,-1.389085174,3.437494993,2.0879904,1.609560392,8.019416777,5.966480423,-0.000129509,18.71266076,0.478430008,0
9134,20186.08941,11-12-2015 23:04:26,593.8607478,7,1,-1.389265776,3.437333107,2.0879904,1.60994742,8.019416777,5.967810819,-0.000129509,18.69755677,0.47804298,0
9135,20187.09228,11-12-2015 23:04:27,594.8636099,7,1,-1.389446378,3.437009335,2.0879904,1.610334402,8.019416777,5.969140972,-0.000129509,18.6824546,0.477655998,0
9136,20188.09522,11-12-2015 23:04:28,595.8665511,7,1,-1.667223454,3.415964365,2.0879904,1.61078658,8.019416777,5.97068703,-0.004306125,18.66480815,0.47720382,0
9137,20189.09811,11-12-2015 23:04:29,596.869444,7,1,-1.667223454,3.415478706,2.0879904,1.611250979,8.019416777,5.972273267,-0.004338503,18.64668474,0.476739422,0
9138,20190.10112,11-12-2015 23:04:30,597.872452,7,1,-1.667042851,3.414993048,2.0879904,1.611715426,8.019416777,5.973859456,-0.004468012,18.62855945,0.476274974,0
9139,20191.10397,11-12-2015 23:04:31,598.8753001,7,1,-1.666862249,3.414669275,2.0879904,1.612179798,8.019416777,5.975445179,-0.000259018,18.61043707,0.475810602,0
9140,20192.10688,11-12-2015 23:04:32,599.8782123,7,1,-1.667223454,3.41402173,2.0879904,1.6126442,8.019416777,5.977030811,-0.000291395,18.59231356,0.4753462,0
9141,20193.10985,11-12-2015 23:04:33,600.881185,7,1,-1.667042851,3.413859844,2.0879904,1.613108635,8.019416777,5.978616393,-0.000259018,18.57418876,0.474881766,0
9142,20194.11271,11-12-2015 23:04:34,601.8840432,7,1,-1.667042851,3.413536072,2.0879904,1.613573023,8.019416777,5.980201651,-0.000226641,18.55606576,0.474417377,0
9143,20195.11563,11-12-2015 23:04:35,602.8869655,7,1,-1.667223454,3.413050413,2.0879904,1.614037436,8.019416777,5.981786815,-0.000226641,18.53794181,0.473952964,0
9144,20196.11858,11-12-2015 23:04:36,603.8899139,7,1,-1.666862249,3.412888527,2.0879904,1.614501858,8.019416777,5.983371862,-0.000226641,18.51981751,0.473488542,0
9145,20197.12154,11-12-2015 23:04:37,604.8928732,7,1,-1.667042851,3.412402868,2.0879904,1.614966287,8.019416777,5.984956779,-0.000226641,18.50169292,0.473024113,0
9146,20198.12441,11-12-2015 23:04:38,605.8957443,7,1,-1.1114887,3.45433116,2.0879904,1.615298408,8.019416777,5.98610111,0.008256149,18.48873171,0.472691992,0
9147,20199.12731,11-12-2015 23:04:39,606.8986384,7,1,-1.111308098,3.454654932,2.0879904,1.615608021,8.019416777,5.987170646,0.008353281,18.47664892,0.472382379,0
9148,20200.13025,11-12-2015 23:04:40,607.9015863,7,1,-1.111308098,3.454978704,2.0879904,1.615917647,8.019416777,5.988240326,0.00848279,18.46456559,0.472072753,0
9149,20201.13314,11-12-2015 23:04:41,608.9044766,7,1,-1.1114887,3.454978704,2.0879904,1.616227255,8.019416777,5.989310009,0.000161886,18.45248299,0.471763145,0
9150,20202.13607,11-12-2015 23:04:42,609.9073988,7,1,-1.111308098,3.455140591,2.0879904,1.616536869,8.019416777,5.990379752,0.000129509,18.44040015,0.471453531,0
9151,20203.13898,11-12-2015 23:04:43,610.9103139,7,1,-1.111308098,3.455302477,2.0879904,1.61684648,8.019416777,5.991449526,9.71E-05,18.42831741,0.47114392,0
9152,20204.14189,11-12-2015 23:04:44,611.9132276,7,1,-1.111669302,3.455140591,2.0879904,1.617156092,8.019416777,5.992519331,3.24E-05,18.41623464,0.470834308,0
9153,20205.15323,11-12-2015 23:04:45,612.9245592,7,1,-1.1114887,3.455302477,2.0879904,1.617468304,8.019416777,5.993598133,6.48E-05,18.40405042,0.470522097,0
9154,20206.15457,11-12-2015 23:04:46,613.9259053,7,1,-1.111127496,3.455626249,2.0879904,1.617777444,8.019416777,5.994666337,6.48E-05,18.39198605,0.470212956,0
9155,20207.15752,11-12-2015 23:04:47,614.9288615,7,1,-1.1114887,3.455302477,2.0879904,1.618087069,8.019416777,5.995736224,0,18.37990277,0.469903331,0
9156,20208.16043,11-12-2015 23:04:48,615.9317609,7,1,-1.111308098,3.455464363,2.0879904,1.618396681,8.019416777,5.996806083,3.24E-05,18.36782004,0.46959372,0
9157,20209.16333,11-12-2015 23:04:49,616.9346597,7,1,-1.1114887,3.455464363,2.0879904,1.618706298,8.019416777,5.997875951,0,18.35573706,0.469284102,0
9158,20210.16625,11-12-2015 23:04:50,617.9375852,7,1,-1.111308098,3.455464363,2.0879904,1.619015936,8.019416777,5.998945887,0,18.34365327,0.468974464,0
9159,20211.16917,11-12-2015 23:04:51,618.9405026,7,1,-1.1114887,3.455464363,2.0879904,1.619325554,8.019416777,6.000015759,0,18.33157026,0.468664846,0
9160,20212.17209,11-12-2015 23:04:52,619.9434224,7,1,-1.1114887,3.455464363,2.0879904,1.619635185,8.019416777,6.001085664,0,18.31948675,0.468355215,0
9161,20213.175,11-12-2015 23:04:53,620.9463347,7,1,0.221588343,3.556319237,2.088046675,1.619660288,8.019616833,6.001172476,0.020203352,18.32070327,0.468386387,0
9162,20214.17793,11-12-2015 23:04:54,621.9492646,7,1,0.221768945,3.557938099,2.088108451,1.619660288,8.019836577,6.001172476,0.020494748,18.3231141,0.468448163,0
9163,20215.18086,11-12-2015 23:04:55,622.9521965,7,1,0.221768945,3.559071302,2.088170224,1.619660288,8.020056398,6.001172476,0.020753765,18.32552482,0.468509936,0
9164,20216.18378,11-12-2015 23:04:56,623.9551092,7,1,0.221768945,3.560204506,2.088231992,1.619660288,8.020276275,6.001172476,0.000906563,18.32793537,0.468571705,0
9165,20217.18669,11-12-2015 23:04:57,624.9580208,7,1,0.221768945,3.561337709,2.088293759,1.619660288,8.02049621,6.001172476,0.000744677,18.33034586,0.468633472,0
9166,20218.1896,11-12-2015 23:04:58,625.9609353,7,1,0.221949562,3.562147141,2.088355536,1.619660288,8.020716239,6.001172476,0.000679922,18.33275673,0.468695248,0
9167,20219.19252,11-12-2015 23:04:59,626.9638518,7,1,0.221588343,3.562794685,2.088417308,1.619660288,8.020936304,6.001172476,0.00058279,18.33516741,0.46875702,0
9168,20220.19544,11-12-2015 23:05:00,627.9667753,7,1,0.221588343,3.56344223,2.088479082,1.619660288,8.02115642,6.001172476,0.000485659,18.33757818,0.468818795,0
9169,20221.1984,11-12-2015 23:05:01,628.969731,7,1,0.221588343,3.564251661,2.088540849,1.619660288,8.021376551,6.001172476,0.000453281,18.33998866,0.468880561,0
9170,20222.2013,11-12-2015 23:05:02,629.9726291,7,1,0.221768945,3.565061092,2.088602622,1.619660288,8.021596752,6.001172476,0.000420904,18.34239939,0.468942334,0
9171,20223.20423,11-12-2015 23:05:03,630.9755641,7,1,-0.66664809,3.498687983,2.088606533,1.619832708,8.021610695,6.001775826,-0.012918472,18.33582322,0.468773825,0
9172,20224.20712,11-12-2015 23:05:04,631.9784537,7,1,-0.66664809,3.498202324,2.088606533,1.620018436,8.021610695,6.002425566,-0.013209867,18.3285751,0.468588097,0
9173,20225.21003,11-12-2015 23:05:05,632.9813666,7,1,-0.666828692,3.497716665,2.088606533,1.620204167,8.021610695,6.003075248,-0.013404131,18.32132686,0.468402366,0
9174,20226.21296,11-12-2015 23:05:06,633.9842932,7,1,-0.66664809,3.497554779,2.088606533,1.620389913,8.021610695,6.003724936,-0.000259018,18.31407801,0.46821662,0
9175,20227.21586,11-12-2015 23:05:07,634.9871982,7,1,-0.66664809,3.497392893,2.088606533,1.620575646,8.021610695,6.004374542,-0.000194263,18.30682967,0.468030887,0
9176,20228.21878,11-12-2015 23:05:08,635.9901167,7,1,-0.666828692,3.497231007,2.088606533,1.62076138,8.021610695,6.005024127,-0.000129509,18.29958133,0.467845153,0
9177,20229.22171,11-12-2015 23:05:09,636.9930394,7,1,-0.66664809,3.497231007,2.088606533,1.620947114,8.021610695,6.005673686,-9.71E-05,18.29233298,0.46765942,0
9178,20230.22466,11-12-2015 23:05:10,637.9959952,7,1,-0.66664809,3.49706912,2.088606533,1.621132859,8.021610695,6.006323272,-9.71E-05,18.28508415,0.467473674,0
9179,20231.22754,11-12-2015 23:05:11,638.9988741,7,1,-0.66664809,3.496907234,2.088606533,1.621318581,8.021610695,6.006972756,-6.48E-05,18.27783625,0.467287952,0
9180,20232.23047,11-12-2015 23:05:12,640.001808,7,1,-0.66664809,3.49706912,2.088606533,1.621504321,8.021610695,6.007622286,-6.48E-05,18.27058765,0.467102212,0
9181,20233.23338,11-12-2015 23:05:13,641.0047174,7,1,-0.277796298,3.526208401,2.088606533,1.621583748,8.021610695,6.007902246,0.005827856,18.26748797,0.467022785,0
9182,20234.23629,11-12-2015 23:05:14,642.0076225,7,1,-0.277615696,3.526855946,2.088606533,1.621661101,8.021610695,6.008175036,0.005957365,18.26446925,0.466945432,0
9183,20235.2398,11-12-2015 23:05:15,643.0111285,7,1,-0.277615696,3.527017832,2.088606533,1.621738509,8.021610695,6.008448048,0.005989742,18.26144836,0.466868024,0
9184,20236.24799,11-12-2015 23:05:16,644.0193235,7,1,-0.277615696,3.527341604,2.088606533,1.621816271,8.021610695,6.008722328,0.000259018,18.25841366,0.466790262,0
9185,20237.25096,11-12-2015 23:05:17,645.0222979,7,1,-0.277796298,3.52750349,2.088606533,1.621893634,8.021610695,6.008995222,0.000161886,18.25539453,0.466712899,0
9186,20238.25383,11-12-2015 23:05:18,646.0251644,7,1,-0.277615696,3.527827263,2.088606533,1.621971001,8.021610695,6.009268148,0.000161886,18.25237525,0.466635532,0
9187,20239.25679,11-12-2015 23:05:19,647.0281234,7,1,-0.277796298,3.527989149,2.088606533,1.622048377,8.021610695,6.009541124,0.000161886,18.24935562,0.466558157,0
9188,20240.25967,11-12-2015 23:05:20,648.0310039,7,1,-0.277796298,3.528151035,2.088606533,1.622125738,8.021610695,6.009814064,0.000161886,18.24633656,0.466480795,0
9189,20241.26262,11-12-2015 23:05:21,649.0339509,7,1,-0.277796298,3.528312922,2.088606533,1.622203108,8.021610695,6.010087052,9.71E-05,18.24331715,0.466403425,0
9190,20242.2655,11-12-2015 23:05:22,650.0368353,7,1,0.443737745,3.580764055,2.088606825,1.622279483,8.021611733,6.010356544,0.010587359,18.24034797,0.466327342,0
9191,20243.26844,11-12-2015 23:05:23,651.0397741,7,1,0.444279581,3.583354235,2.088730517,1.622279483,8.022054851,6.010356544,0.011008263,18.2451751,0.466451034,0
9192,20244.27134,11-12-2015 23:05:24,652.0426741,7,1,0.444098979,3.584163666,2.088854209,1.622279483,8.022498128,6.010356544,0.011137771,18.25000225,0.466574726,0
9193,20245.27426,11-12-2015 23:05:25,653.0455918,7,1,0.443918347,3.584973097,2.088977907,1.622279483,8.022941536,6.010356544,0.01126728,18.25482961,0.466698424,0
9194,20246.27718,11-12-2015 23:05:26,654.0485123,7,1,0.444098979,3.585620642,2.089101604,1.622279483,8.023385045,6.010356544,0.000550413,18.25965699,0.466822121,0
9195,20247.2801,11-12-2015 23:05:27,655.0514313,7,1,0.444098979,3.586591959,2.089225286,1.622279483,8.023828587,6.010356544,0.000550413,18.26448374,0.466945804,0
9196,20248.28302,11-12-2015 23:05:28,656.0543487,7,1,0.443918347,3.587239504,2.089348985,1.622279483,8.024272277,6.010356544,0.000485659,18.26931115,0.467069502,0
9197,20249.286,11-12-2015 23:05:29,657.0573293,7,1,0.443918347,3.587887049,2.089472698,1.622279483,8.024716095,6.010356544,0.000453281,18.2741391,0.467193215,0
9198,20250.28886,11-12-2015 23:05:30,658.0601954,7,1,0.444279581,3.588372707,2.089596378,1.622279483,8.025159862,6.010356544,0.000388527,18.27896577,0.467316895,0
9199,20251.29177,11-12-2015 23:05:31,659.0631064,7,1,0.443918347,3.588858366,2.08972007,1.622279483,8.025603748,6.010356544,0.00035615,18.28379294,0.467440587,0
9200,20252.29469,11-12-2015 23:05:32,660.0660223,7,1,-0.222168654,3.540940046,2.089837884,1.622281828,8.026026582,6.010364849,-0.009324646,18.28829916,0.467556056,0
9201,20253.29761,11-12-2015 23:05:33,661.0689409,7,1,-0.222349256,3.539644957,2.089837884,1.622343732,8.026026582,6.010583992,-0.009713173,18.28588332,0.467494152,0
9202,20254.30053,11-12-2015 23:05:34,662.0718597,7,1,-0.221988037,3.539644957,2.089837884,1.622405644,8.026026582,6.010803133,-0.009810304,18.28346714,0.467432239,0
9203,20255.30349,11-12-2015 23:05:35,663.0748266,7,1,-0.222168654,3.539321184,2.089837884,1.622467551,8.026026582,6.011022241,-0.00997219,18.28105121,0.467370333,0
9204,20256.31029,11-12-2015 23:05:36,664.081628,7,1,-0.222349256,3.539159298,2.089837884,1.622529694,8.026026582,6.011242175,-0.000129509,18.27862604,0.467308189,0
9205,20257.31325,11-12-2015 23:05:37,665.0845872,7,1,-0.222168654,3.538997412,2.089837884,1.622591608,8.026026582,6.011461294,-6.48E-05,18.27620981,0.467246275,0
9206,20258.31612,11-12-2015 23:05:38,666.0874491,7,1,-0.222168654,3.538997412,2.089837884,1.622653507,8.026026582,6.011680357,-6.48E-05,18.27379416,0.467184376,0
9207,20259.31907,11-12-2015 23:05:39,667.0904055,7,1,-0.221988037,3.538997412,2.089837884,1.622715424,8.026026582,6.011899477,-3.24E-05,18.27137783,0.46712246,0
9208,20260.32194,11-12-2015 23:05:40,668.0932773,7,1,-0.222349256,3.538835526,2.089837884,1.622777328,8.026026582,6.01211855,-6.48E-05,18.26896202,0.467060556,0
9209,20261.32492,11-12-2015 23:05:41,669.0962528,7,1,-0.222349256,3.538997412,2.089837884,1.622839238,8.026026582,6.012337648,0,18.26654593,0.466998646,0
9210,20262.32779,11-12-2015 23:05:42,670.099119,7,1,-0.222349256,3.538835526,2.089837884,1.622901146,8.026026582,6.012556736,-6.48E-05,18.26412993,0.466936737,0
9211,20263.33075,11-12-2015 23:05:43,671.1020808,7,1,-0.222168654,3.538997412,2.089837884,1.622963058,8.026026582,6.012775839,0,18.26171378,0.466874825,0
9212,20264.33362,11-12-2015 23:05:44,672.1049538,7,1,-0.222349256,3.538835526,2.089837884,1.623024963,8.026026582,6.012994919,-6.48E-05,18.2592979,0.46681292,0
9213,20265.34397,11-12-2015 23:05:45,673.1153044,7,1,-0.222349256,3.538997412,2.089837884,1.623087326,8.026026582,6.013215617,0,18.25686418,0.466750558,0
9214,20266.34634,11-12-2015 23:05:46,674.117677,7,1,-0.222168654,3.538997412,2.089837884,1.623149191,8.026026582,6.013434559,0,18.25444985,0.466688692,0
9215,20267.34924,11-12-2015 23:05:47,675.1205734,7,1,-0.222168654,3.538997412,2.089837884,1.623211099,8.026026582,6.013653649,-3.24E-05,18.25203388,0.466626785,0
9216,20268.35214,11-12-2015 23:05:48,676.1234714,7,1,-0.222349256,3.538997412,2.089837884,1.623273014,8.026026582,6.013872769,0,18.24961761,0.46656487,0
9217,20269.35505,11-12-2015 23:05:49,677.1263855,7,1,-0.222168654,3.538997412,2.089837884,1.623334926,8.026026582,6.014091882,-3.24E-05,18.24720144,0.466502957,0
9218,20270.35802,11-12-2015 23:05:50,678.1293508,7,1,-0.222349256,3.539159298,2.089837884,1.623396841,8.026026582,6.014311005,3.24E-05,18.24478518,0.466441043,0
9219,20271.36089,11-12-2015 23:05:51,679.1322203,7,1,-0.222168654,3.539159298,2.089837884,1.623458738,8.026026582,6.014530066,0,18.24236964,0.466379146,0
9220,20272.36382,11-12-2015 23:05:52,680.1351561,7,1,-0.222168654,3.539159298,2.089837884,1.623520641,8.026026582,6.014749151,3.24E-05,18.23995384,0.466317243,0
9221,20273.36673,11-12-2015 23:05:53,681.138062,7,1,-0.222168654,3.539159298,2.089837884,1.623582547,8.026026582,6.014968251,0,18.23753789,0.466255336,0
9222,20274.36964,11-12-2015 23:05:54,682.1409756,7,1,-0.222349256,3.539321184,2.089837884,1.62364446,8.026026582,6.015187371,0,18.23512172,0.466193423,0
9223,20275.37261,11-12-2015 23:05:55,683.1439426,7,1,-0.222168654,3.539159298,2.089837884,1.623706367,8.026026582,6.015406475,0,18.23270578,0.466131517,0
9224,20276.37553,11-12-2015 23:05:56,684.1468651,7,1,-0.222168654,3.539321184,2.089837884,1.623768263,8.026026582,6.015625546,3.24E-05,18.23029024,0.46606962,0
9225,20277.3784,11-12-2015 23:05:57,685.1497336,7,1,-0.222349256,3.539321184,2.089837884,1.623830167,8.026026582,6.015844648,3.24E-05,18.2278744,0.466007716,0
9226,20278.38137,11-12-2015 23:05:58,686.1527012,7,1,-0.222168654,3.53948307,2.089837884,1.623892081,8.026026582,6.016063783,3.24E-05,18.22545819,0.465945803,0
9227,20279.38424,11-12-2015 23:05:59,687.1555782,7,1,-0.222349256,3.539321184,2.089837884,1.62395398,8.026026582,6.016282869,0,18.22304255,0.465883904,0
9228,20280.38721,11-12-2015 23:06:00,688.158544,7,1,-0.222349256,3.53948307,2.089837884,1.62401588,8.026026582,6.016501965,-3.24E-05,18.22062686,0.465822003,0
9229,20281.38998,11-12-2015 23:06:01,689.1613115,7,1,-0.222168654,3.539644957,2.089837884,1.62407778,8.026026582,6.016721062,3.24E-05,18.21821118,0.465760103,0
9230,20282.393,11-12-2015 23:06:02,690.164338,7,1,-0.222168654,3.53948307,2.089837884,1.624139692,8.026026582,6.016940201,0,18.21579504,0.465698192,0
9231,20283.39586,11-12-2015 23:06:03,691.1671971,7,1,-0.221988037,3.539644957,2.089837884,1.62420159,8.026026582,6.017159295,3.24E-05,18.21337944,0.465636294,0
9232,20284.39885,11-12-2015 23:06:04,692.1701795,7,1,-0.222168654,3.539644957,2.089837884,1.624263498,8.026026582,6.017378429,6.48E-05,18.21096345,0.465574386,0
