Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),SoC(%),AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,,C-dC,,SoC
10742,21697.65337,11-11-2015 20:24:14,12.10908795,7,1,-2.118385553,3.280627728,2.173203541,2.042852487,8.347701018,7.419842008,-0.034546424,8.840957455,0.190351054,8.840957455,,,0.130351054,,8.834505366
10743,21698.669,11-11-2015 20:24:15,13.12471722,7,1,-2.120372057,3.27366662,2.173203541,2.04345013,8.347701018,7.421800284,-0.035906266,8.81195678,0.189753411,8.81195678,,,0.129753411,,8.805502089
10744,21699.6846,11-11-2015 20:24:16,14.1403148,7,1,0.052176837,3.441542149,2.173204899,2.043988377,8.347705685,7.423561731,-0.002201653,8.785904243,0.189216522,8.785904243,,,0.129216522,,8.77944717
10745,21700.68478,11-11-2015 20:24:17,15.14049143,7,1,-1.576557636,3.321908712,2.173217593,2.044039681,8.347749435,7.42373253,-0.019911956,8.784030709,0.189177913,8.784030709,,,0.129177912,,8.777573448
10746,21701.70029,11-11-2015 20:24:18,16.15600737,7,1,-2.045961142,3.278199434,2.173217593,2.04450156,8.347749435,7.425262191,-0.007446766,8.761617986,0.188716033,8.761617986,,,0.128716033,,8.755158722
10747,21702.70033,11-11-2015 20:24:19,17.15604941,7,1,-1.362535596,3.32757473,2.173217593,2.045047641,8.347749435,7.427053153,0.010198832,8.735119415,0.188169953,8.735119415,,,0.128169952,,8.72865772
10748,21703.71585,11-11-2015 20:24:20,18.17156536,7,1,-1.222382784,3.339716196,2.173217593,2.045427133,8.347749435,7.428316782,0.013598442,8.716704515,0.18779046,8.716704515,,,0.12779046,,8.710241188
10749,21704.71585,11-11-2015 20:24:21,19.17156679,7,1,-1.292639852,3.334050179,2.173217593,2.045769469,8.347749435,7.429459857,-0.022566844,8.700092685,0.187448124,8.700092685,,,0.127448124,,8.693627816
10750,21705.73157,11-11-2015 20:24:22,20.18728633,7,1,-1.107695937,3.348134279,2.173217593,2.046125781,8.347749435,7.430648415,0.006151676,8.682802636,0.187091813,8.682802636,,,0.127091812,,8.676336196
10751,21706.74706,11-11-2015 20:24:23,21.20277546,7,1,-1.689799666,3.301511049,2.173217593,2.046466063,8.347749435,7.431784162,0.005309868,8.666290417,0.18675153,8.666290417,,,0.12675153,,8.659822504
10752,21707.74708,11-11-2015 20:24:24,22.20279844,7,1,-1.29878056,3.330003023,2.173217593,2.046917641,8.347749435,7.433276078,0.000259018,8.644377605,0.186299953,8.644377605,,,0.126299952,,8.637907679
10753,21708.7626,11-11-2015 20:24:25,23.2183145,7,1,-0.512227178,3.393462181,2.173217593,2.04724134,8.347749435,7.434355823,0.01071682,8.628670067,0.185976253,8.628670067,,,0.125976253,,8.62219875
10754,21709.77765,11-11-2015 20:24:26,24.23336973,7,1,0.091549657,3.444294214,2.17322276,2.047355531,8.347767223,7.434743524,0.022113562,8.623379684,0.185867229,8.623379684,,,0.125867229,,8.616907877
10755,21710.77768,11-11-2015 20:24:27,25.23339229,7,1,0.091188438,3.447531939,2.173246241,2.047355531,8.347848142,7.434743524,0.019847155,8.624519084,0.18589071,8.624519084,,,0.12589071,,8.618047396
10756,21711.7782,11-11-2015 20:24:28,26.2339114,7,1,0.380524516,3.472300529,2.173289208,2.047355531,8.347996782,7.434743524,0.033946522,8.626604067,0.185933677,8.626604067,,,0.125933677,,8.62013256
10757,21712.79379,11-11-2015 20:24:29,27.24950836,7,1,0.14464879,3.455950022,2.173381685,2.047355531,8.348317822,7.434743524,0.025111752,8.631091516,0.186026154,8.631091516,,,0.126026154,,8.624620417
10758,21713.79381,11-11-2015 20:24:30,28.24952546,7,1,0.086311989,3.452064753,2.173418193,2.047355531,8.348443981,7.434743524,0.011684217,8.632863058,0.186062662,8.632863058,,,0.126062662,,8.62639213
10759,21714.80945,11-11-2015 20:24:31,29.26516724,7,1,-0.192187518,3.430857897,2.173436942,2.047366826,8.348508713,7.434782284,-0.002719395,8.633224772,0.186070116,8.633224772,,,0.126070116,,8.626753868
10760,21715.82519,11-11-2015 20:24:32,30.28090472,7,1,-0.672066391,3.392328978,2.173436942,2.047453327,8.348508713,7.435077363,-0.011234855,8.629027296,0.185983615,8.629027296,,,0.125983615,,8.622556023
10761,21716.84069,11-11-2015 20:24:33,31.29640272,7,1,0.012081578,3.445265532,2.17343782,2.047591831,8.348511735,7.435547142,-0.005666018,8.622348989,0.185845989,8.622348989,,,0.125845989,,8.615877111
10762,21717.85605,11-11-2015 20:24:34,32.31176999,7,1,-0.195438474,3.430048466,2.17344021,2.047607482,8.34851997,7.435600838,-0.005245066,8.621705491,0.185832727,8.621705491,,,0.125832728,,8.615233563
10763,21718.87191,11-11-2015 20:24:35,33.32762116,7,1,0.34873727,3.473595619,2.173467786,2.047646517,8.348615729,7.435734736,0.004241419,8.621149461,0.185821269,8.621149461,,,0.125821269,,8.614677464
10764,21719.88749,11-11-2015 20:24:36,34.34320993,7,1,0.607911587,3.495935917,2.173586988,2.047646517,8.349030917,7.435734736,0.013080359,8.626933771,0.185940471,8.626933771,,,0.125940471,,8.620462269
10765,21720.90311,11-11-2015 20:24:37,35.35882202,7,1,0.589128196,3.496583462,2.173756771,2.047646517,8.34962459,7.435734736,0.02104516,8.635172489,0.186110254,8.635172489,,,0.126110254,,8.628701742
10766,21721.90311,11-11-2015 20:24:38,36.35882438,7,1,0.542531013,3.494155169,2.173916093,2.047646517,8.350181594,7.435734736,0.009583664,8.642903599,0.186269576,8.642903599,,,0.126269576,,8.636433549
10767,21722.90315,11-11-2015 20:24:39,37.35886918,7,1,0.397321165,3.483794451,2.174053843,2.047646517,8.350662573,7.435734736,0.010749197,8.649587913,0.186407326,8.649587913,,,0.126407326,,8.643118478
10768,21723.91875,11-11-2015 20:24:40,38.37446733,7,1,0.309725672,3.477319002,2.174157687,2.047646517,8.351024154,7.435734736,0.000518036,8.654626945,0.18651117,8.654626945,,,0.12651117,,8.648157969
10769,21724.93431,11-11-2015 20:24:41,39.39002256,7,1,0.153318033,3.46501565,2.174229387,2.047646517,8.351273287,7.435734736,-0.006443071,8.658106202,0.18658287,8.658106202,,,0.12658287,,8.651637529
10770,21725.93433,11-11-2015 20:24:42,40.39004266,7,1,0.025446665,3.454978704,2.174258925,2.047646517,8.35137561,7.435734736,-0.008450461,8.65953952,0.186612408,8.65953952,,,0.126612408,,8.653070992
10771,21726.94998,11-11-2015 20:24:43,41.40569533,7,1,-1.92E-05,3.452712297,2.174263508,2.047646522,8.351391446,7.435734754,-0.008353328,8.6597617,0.186616987,8.6597617,,,0.126616986,,8.653293159
10772,21727.96559,11-11-2015 20:24:44,42.42130728,7,1,-0.000199852,3.452712297,2.174263508,2.047646533,8.351391446,7.435734793,-0.006184054,8.659761152,0.186616975,8.659761152,,,0.126616975,,8.653292626
10773,21728.98114,11-11-2015 20:24:45,43.43685743,7,1,-1.92E-05,3.452550411,2.174263508,2.047646551,8.351391446,7.435734854,-0.004953718,8.659760298,0.186616958,8.659760298,,,0.126616957,,8.653291752
10774,21729.99678,11-11-2015 20:24:46,44.45250064,7,1,-1.92E-05,3.452874184,2.174263508,2.047646567,8.351391446,7.435734909,-0.002428293,8.659759522,0.186616942,8.659759522,,,0.126616941,,8.653290976
10775,21731.01235,11-11-2015 20:24:47,45.46806312,7,1,-1.92E-05,3.452712297,2.174263508,2.047646586,8.351391446,7.435734976,-0.000420895,8.659758573,0.186616922,8.659758573,,,0.126616922,,8.653290054
10776,21732.02813,11-11-2015 20:24:48,46.4838431,7,1,-0.000199852,3.452874184,2.174263508,2.047646608,8.351391446,7.435735053,6.48E-05,8.659757493,0.1866169,8.659757493,,,0.1266169,,8.653288986
10777,21733.04362,11-11-2015 20:24:49,47.49933412,7,1,-1.92E-05,3.45303607,2.174263508,2.047646629,8.351391446,7.435735123,6.48E-05,8.659756507,0.18661688,8.659756507,,,0.126616879,,8.653287967
10778,21734.0593,11-11-2015 20:24:50,48.51502073,7,1,-1.92E-05,3.45303607,2.174263508,2.04764665,8.351391446,7.435735196,6.48E-05,8.659755483,0.186616859,8.659755483,,,0.126616858,,8.653286948
10779,21735.07482,11-11-2015 20:24:51,49.53053786,7,1,-0.012481283,3.452064753,2.174263508,2.0476484,8.351391446,7.435741238,-0.00016188,8.65967055,0.186615108,8.65967055,,,0.126615108,,8.653202021
10780,21736.07483,11-11-2015 20:24:52,50.53054612,7,1,-1.19709754,3.35671401,2.174263508,2.047813886,8.351391446,7.436297349,-0.019140035,8.651640338,0.186449622,8.651640338,,,0.126449622,,8.645171079
10781,21737.07497,11-11-2015 20:24:53,51.53068265,7,1,-1.3343606,3.342144489,2.174263508,2.048165805,8.351391446,7.437475917,-0.022145584,8.634563438,0.186097703,8.634563438,,,0.126097703,,8.628092649
10782,21738.09037,11-11-2015 20:24:54,52.54608674,7,1,-0.97332263,3.368855476,2.174263508,2.048489706,8.351391446,7.43856205,-0.016836118,8.618846154,0.185773803,8.618846154,,,0.125773802,,8.612373917
10783,21739.09053,11-11-2015 20:24:55,53.54624947,7,1,-1.425387621,3.33097434,2.174263508,2.048823914,8.351391446,7.439680558,-0.024260817,8.602628686,0.185439594,8.602628686,,,0.125439594,,8.596154992
10784,21740.10536,11-11-2015 20:24:57,54.56107429,7,1,-2.164260149,3.267029524,2.174263508,2.049332989,8.351391446,7.441356805,-0.037007045,8.577925831,0.18493052,8.577925831,,,0.124930519,,8.571449871
10785,21741.10556,11-11-2015 20:24:58,55.5612722,7,1,-2.129041433,3.265410662,2.174263508,2.049920059,8.351391446,7.443274296,-0.01790452,8.54943821,0.184343449,8.54943821,,,0.124343449,,8.542959696
10786,21742.10607,11-11-2015 20:24:59,56.56178543,7,1,-1.37987411,3.32498455,2.174263508,2.050410125,8.351391446,7.444886314,-0.00317297,8.525657757,0.183853384,8.525657757,,,0.123853383,,8.51917707
10787,21743.12155,11-11-2015 20:25:00,57.57726572,7,1,-2.090210438,3.265410662,2.174263508,2.05090569,8.351391446,7.44651606,-0.020624209,8.501610441,0.183357818,8.501610441,,,0.123357818,,8.495127581
10788,21744.12163,11-11-2015 20:25:01,58.57734526,7,1,-2.428491592,3.233680964,2.174263508,2.05153695,8.351391446,7.448566228,-0.01916728,8.470978532,0.182726558,8.470978532,,,0.122726558,,8.464492891
10789,21745.13707,11-11-2015 20:25:02,59.59278909,7,1,-2.367264986,3.235137939,2.174263508,2.052212224,8.351391446,7.450750353,-0.006410694,8.438210852,0.182051285,8.438210852,,,0.122051284,,8.431722226
10790,21746.13728,11-11-2015 20:25:03,60.59299851,7,1,-1.873659849,3.274476051,2.174263508,2.05279287,8.351391446,7.452639926,-0.009616042,8.410034994,0.181470639,8.410034994,,,0.121470638,,8.403543804
10791,21747.13731,11-11-2015 20:25:04,61.5930224,7,1,-1.215158463,3.329841137,2.174263508,2.053211891,8.351391446,7.454022105,0.012270927,8.389701981,0.181051618,8.389701981,,,0.121051617,,8.383208952
10792,21748.13749,11-11-2015 20:25:05,62.59320725,7,1,-1.721767426,3.28823638,2.174263508,2.053627615,8.351391446,7.455395689,0.010263538,8.369528947,0.180635894,8.369528947,,,0.120635893,,8.363034102
10793,21749.15281,11-11-2015 20:25:06,63.60852497,7,1,-1.636700511,3.293902397,2.174263508,2.054099395,8.351391446,7.45694845,0.011526251,8.346635782,0.180164113,8.346635782,,,0.120164113,,8.340138886
10794,21750.16844,11-11-2015 20:25:07,64.62415528,7,1,-1.78552258,3.280627728,2.174263508,2.054586001,8.351391446,7.458547488,0.00152173,8.32302322,0.179677507,8.32302322,,,0.119677507,,8.316524172
10795,21751.18394,11-11-2015 20:25:08,65.6396597,7,1,-1.513705611,3.30232048,2.174263508,2.055044237,8.351391446,7.460056118,-0.004921341,8.300787321,0.179219272,8.300787321,,,0.119219271,,8.294286238
10796,21752.18406,11-11-2015 20:25:09,66.63977348,7,1,-1.387820959,3.313004971,2.174263508,2.055443718,8.351391446,7.461377762,0.004403305,8.281402499,0.178819791,8.281402499,,,0.11881979,,8.274899652
10797,21753.18409,11-11-2015 20:25:10,67.63980302,7,1,-1.073199511,3.33955431,2.174263508,2.055775267,8.351391446,7.46248092,0.009098005,8.265314043,0.178488241,8.265314043,,,0.118488241,,8.258809766
10798,21754.19963,11-11-2015 20:25:11,68.65534248,7,1,-0.134392545,3.418716431,2.174263508,2.055913017,8.351391446,7.462942852,0.027455855,8.258629711,0.178350491,8.258629711,,,0.118350491,,8.252124837
10799,21755.21527,11-11-2015 20:25:12,69.67098529,7,1,-0.474299192,3.393624067,2.174263508,2.056009987,8.351391446,7.463272328,0.018325472,8.253924246,0.178253521,8.253924246,,,0.118253521,,8.247418938
10800,21756.23067,11-11-2015 20:25:13,70.68638716,7,1,-0.047338873,3.42988658,2.174263508,2.056066938,8.351391446,7.463465918,0.023441076,8.251160725,0.178196571,8.251160725,,,0.11819657,,8.244655138
10801,21757.23088,11-11-2015 20:25:14,71.68659233,7,1,0.066264361,3.441218376,2.174275672,2.056071065,8.351433293,7.463480074,0.020527076,8.251550716,0.178204608,8.251550716,,,0.118204607,,8.245045169
10802,21758.24647,11-11-2015 20:25:15,72.70218427,7,1,0.066986799,3.442837238,2.174294499,2.056071065,8.351498096,7.463480074,0.005439329,8.252464298,0.178223435,8.252464298,,,0.118223434,,8.245958833
10803,21759.26208,11-11-2015 20:25:16,73.7178005,7,1,-0.198689446,3.422277927,2.174300312,2.056108714,8.351518107,7.463608934,0.005763149,8.250919386,0.178191597,8.250919386,,,0.118191598,,8.24441385
10804,21760.27757,11-11-2015 20:25:17,74.733288,7,1,-0.529565632,3.395566702,2.174300312,2.056228653,8.351518107,7.464016732,-0.00657258,8.245099361,0.178071659,8.245099361,,,0.118071659,,8.238593278
10805,21761.27772,11-11-2015 20:25:18,75.73343734,7,1,-0.198870063,3.422439814,2.174300312,2.056310437,8.351518107,7.464295473,-0.003529072,8.241130787,0.177989875,8.241130787,,,0.117989875,,8.234624347
10806,21762.2928,11-11-2015 20:25:19,76.74851968,7,1,0.067709237,3.445103645,2.174312648,2.05632826,8.351560599,7.464356477,0.000647545,8.24086457,0.177984388,8.24086457,,,0.117984388,,8.234358066
10807,21763.29327,11-11-2015 20:25:20,77.74898625,7,1,0.194858164,3.456759453,2.174356853,2.05632826,8.351713311,7.464356477,0.006863928,8.243009601,0.178028593,8.243009601,,,0.118028593,,8.236503309
10808,21764.30893,11-11-2015 20:25:21,78.76464615,7,1,-0.098270692,3.434095383,2.174372288,2.056347884,8.351766666,7.464423869,0.007608605,8.242806321,0.178024404,8.242806321,,,0.118024404,,8.236300019
10809,21765.30894,11-11-2015 20:25:22,79.76465233,7,1,-0.254317105,3.421468496,2.174372288,2.056407381,8.351766666,7.464627539,0,8.239919219,0.177964907,8.239919219,,,0.117964907,,8.233412664
10810,21766.3245,11-11-2015 20:25:23,80.78021543,7,1,-0.253052831,3.421630383,2.174372288,2.056478872,8.351766666,7.464872147,-0.004500389,8.236450112,0.177893416,8.236450112,,,0.117893416,,8.229943246
10811,21767.33965,11-11-2015 20:25:24,81.79536456,7,1,-0.410724729,3.408841372,2.174372288,2.056581359,8.351766666,7.465221761,-0.009389353,8.231476912,0.177790928,8.231476912,,,0.117790929,,8.22496961
10812,21768.34024,11-11-2015 20:25:25,82.79595452,7,1,-0.412530839,3.408193827,2.174372288,2.056697611,8.351766666,7.465617998,-0.005147934,8.225835785,0.177674676,8.225835785,,,0.117674677,,8.219327966
10813,21769.35607,11-11-2015 20:25:26,83.81178834,7,1,-0.735640824,3.381482601,2.174372288,2.056884884,8.351766666,7.466252089,-0.008061933,8.21674835,0.177487403,8.21674835,,,0.117487404,,8.210239713
10814,21770.3714,11-11-2015 20:25:27,84.82711411,7,1,-1.076450586,3.352181196,2.174372288,2.057167794,8.351766666,7.467202047,-0.01385746,8.203020139,0.177204493,8.203020139,,,0.117204494,,8.196510251
10815,21771.3714,11-11-2015 20:25:28,85.82711765,7,1,-1.613943696,3.305072546,2.174372288,2.057584662,8.351766666,7.468583512,-0.020786142,8.182791609,0.176787626,8.182791609,,,0.116787626,,8.176279883
10816,21772.38702,11-11-2015 20:25:29,86.84273611,7,1,-2.026455402,3.267029524,2.174372288,2.058130411,8.351766666,7.47037128,-0.028297614,8.156309144,0.176241877,8.156309144,,,0.116241877,,8.149794993
10817,21773.40254,11-11-2015 20:25:30,87.85825831,7,1,-2.202007532,3.248088837,2.174372288,2.058742792,8.351766666,7.472363293,-0.026808262,8.126593322,0.175629496,8.126593322,,,0.115629496,,8.12007649
10818,21774.40257,11-11-2015 20:25:31,88.85828827,7,1,-2.101408243,3.253592968,2.174372288,2.059331138,8.351766666,7.474277451,-0.019976664,8.09804378,0.175041149,8.09804378,,,0.11504115,,8.091524392
10819,21775.41814,11-11-2015 20:25:32,89.87385108,7,1,-2.081541061,3.252621651,2.174372288,2.059919309,8.351766666,7.4761912,-0.011040593,8.069502776,0.174452978,8.069502776,,,0.114452979,,8.062980786
10820,21776.43375,11-11-2015 20:25:33,90.88946822,7,1,-2.356789589,3.226396084,2.174372288,2.060572195,8.351766666,7.478301131,-0.008677101,8.037821446,0.173800092,8.037821446,,,0.113800093,,8.031296598
10821,21777.4496,11-11-2015 20:25:34,91.90531193,7,1,-2.549319267,3.205998421,2.174372288,2.061284433,8.351766666,7.480587625,-0.008936119,8.003260096,0.173087855,8.003260096,,,0.113087855,,7.996732091
10822,21778.46503,11-11-2015 20:25:35,92.92074345,7,1,-2.219165325,3.231900215,2.174372288,2.061921017,8.351766666,7.482643031,-0.004565191,7.972369824,0.17245127,7.972369824,,,0.112451271,,7.96583903
10823,21779.48068,11-11-2015 20:25:36,93.93639372,7,1,-2.289061308,3.224129677,2.174372288,2.062564522,8.351766666,7.484718946,-0.005925036,7.941143749,0.171807766,7.941143749,,,0.111807766,,7.934610097
10824,21780.49622,11-11-2015 20:25:37,94.95193552,7,1,-1.695579171,3.275285482,2.174372288,2.06305966,8.351766666,7.486336784,0.009486484,7.917117123,0.171312627,7.917117123,,,0.111312628,,7.91058133
10825,21781.49624,11-11-2015 20:25:38,95.95195261,7,1,-0.850869536,3.349591255,2.174372288,2.06331253,8.351766666,7.487180778,0.028394794,7.904846602,0.171059757,7.904846602,,,0.111059758,,7.898309692
10826,21782.49639,11-11-2015 20:25:39,96.9521099,7,1,-0.747380435,3.360761166,2.174372288,2.063522139,8.351766666,7.487884817,0.025610304,7.894675318,0.170850148,7.894675318,,,0.110850149,,7.888137486
10827,21783.51185,11-11-2015 20:25:40,97.96756663,7,1,-0.208081126,3.408355713,2.174372288,2.063593702,8.351766666,7.488127798,0.036553811,7.891202751,0.170778586,7.891202751,,,0.110778586,,7.884664574
10828,21784.52741,11-11-2015 20:25:41,98.98312431,7,1,0.502255142,3.470357895,2.174504337,2.063596425,8.352224555,7.488137081,0.0392735,7.897478281,0.170907911,7.897478281,,,0.110907912,,7.890940691
10829,21785.54303,11-11-2015 20:25:42,99.99874458,7,1,0.366978794,3.46242547,2.174609589,2.063596425,8.352588914,7.488137081,0.023117255,7.902585669,0.171013164,7.902585669,,,0.111013164,,7.896048511
10830,21786.54304,11-11-2015 20:25:43,100.998755,7,1,0.332301825,3.461616039,2.174702003,2.063596425,8.352908724,7.488137081,0.020429993,7.907070026,0.171105577,7.907070026,,,0.111105578,,7.90053331
10831,21787.54321,11-11-2015 20:25:44,101.9989253,7,1,0.206236556,3.452874184,2.174760686,2.063596425,8.353111346,7.488137081,0.009292221,7.909917611,0.17116426,7.909917611,,,0.111164261,,7.903381163
10832,21788.55877,11-11-2015 20:25:45,103.0144889,7,1,0.206236556,3.454007387,2.174818886,2.063596425,8.353312339,7.488137081,-0.002881575,7.912741803,0.171222461,7.912741803,,,0.111222461,,7.906205576
10833,21789.57426,11-11-2015 20:25:46,104.0299763,7,1,0.346569955,3.466148853,2.174901362,2.063596425,8.353597837,7.488137081,0.000971317,7.916743943,0.171304937,7.916743943,,,0.111304937,,7.91020809
10834,21790.58988,11-11-2015 20:25:47,105.0455994,7,1,0.314060301,3.465663195,2.174999097,2.063596425,8.353936717,7.488137081,0.001003694,7.921486515,0.171402671,7.921486515,,,0.111402672,,7.914951114
10835,21791.60497,11-11-2015 20:25:48,106.0606819,7,1,0.335552782,3.468253374,2.175086375,2.063596425,8.354239226,7.488137081,0.00317297,7.925721715,0.17148995,7.925721715,,,0.11148995,,7.919186666
10836,21792.62112,11-11-2015 20:25:49,107.0768408,7,1,0.277215987,3.464853764,2.17518172,2.063596425,8.354569944,7.488137081,0.002266407,7.930348343,0.171585295,7.930348343,,,0.111585295,,7.923813705
10837,21793.62115,11-11-2015 20:25:50,108.0768671,7,1,0.323271364,3.468900919,2.175259431,2.063596425,8.354839233,7.488137081,0.001424599,7.934119237,0.171663005,7.934119237,,,0.111663006,,7.927584976
10838,21794.63673,11-11-2015 20:25:51,109.0924458,7,1,0.291845351,3.467443943,2.175350185,2.063596425,8.355154101,7.488137081,0,7.938523088,0.171753759,7.938523088,,,0.11175376,,7.931989216
10839,21795.65229,11-11-2015 20:25:52,110.1080092,7,1,0.309364438,3.469548464,2.175432873,2.063596425,8.355440865,7.488137081,0.000744677,7.942535536,0.171836448,7.942535536,,,0.111836448,,7.936002018
10840,21796.66795,11-11-2015 20:25:53,111.1236689,7,1,0.255904108,3.46631074,2.175518531,2.063596425,8.355738064,7.488137081,-0.000518036,7.946692071,0.171922105,7.946692071,,,0.111922106,,7.940158952
10841,21797.66797,11-11-2015 20:25:54,112.1236861,7,1,0.293832064,3.469548464,2.175590593,2.063596425,8.355987879,7.488137081,0.000906563,7.950188891,0.171994167,7.950188891,,,0.111994168,,7.94365608
10842,21798.6836,11-11-2015 20:25:55,113.1393158,7,1,0.410325021,3.479261637,2.175676834,2.063596425,8.356287237,7.488137081,0.001942635,7.954373736,0.172080408,7.954373736,,,0.112080409,,7.947841307
10843,21799.69847,11-11-2015 20:25:56,114.1541813,7,1,0.410325021,3.480232954,2.175760568,2.063596425,8.356578624,7.488137081,0.002525425,7.958436947,0.172164143,7.958436947,,,0.112164143,,7.951904871
10844,21800.6993,11-11-2015 20:25:57,115.1550132,7,1,0.368423671,3.478452206,2.175925393,2.063596425,8.357153109,7.488137081,0.001780716,7.966435095,0.172328968,7.966435095,,,0.112328968,,7.959903735
10845,21801.71477,11-11-2015 20:25:58,116.1704818,7,1,0.140494779,3.460644722,2.176022343,2.063596425,8.357490257,7.488137081,-0.001097435,7.97113958,0.172425918,7.97113958,,,0.112425918,,7.964608663
10846,21802.73034,11-11-2015 20:25:59,117.1860573,7,1,0.137243807,3.460159063,2.176061874,2.063596425,8.357627054,7.488137081,-0.001910246,7.973057843,0.172465449,7.973057843,,,0.112465449,,7.96652708
10847,21803.74607,11-11-2015 20:26:00,118.2017876,7,1,0.168308601,3.462587357,2.176102022,2.063596425,8.357765991,7.488137081,-0.0033672,7.975006031,0.172505597,7.975006031,,,0.112505597,,7.96847544
10848,21804.76152,11-11-2015 20:26:01,119.2172407,7,1,0.72584945,3.506782293,2.176179679,2.063596425,8.358036565,7.488137081,0.004968463,7.978774301,0.172583253,7.978774301,,,0.112583254,,7.97224409
10849,21805.76154,11-11-2015 20:26:02,120.217254,7,1,0.628139794,3.501278162,2.176376,2.063596425,8.358725028,7.488137081,0.004597568,7.988300824,0.172779575,7.988300824,,,0.112779575,,7.981771437
10850,21806.77649,11-11-2015 20:26:03,121.2322081,7,1,0.627959192,3.501763821,2.176487799,2.063596425,8.359116504,7.488137081,0.004629946,7.99372587,0.172891374,7.99372587,,,0.112891374,,7.987196979
10851,21807.77712,11-11-2015 20:26:04,122.2328356,7,1,0.304126769,3.477157116,2.176668615,2.063596425,8.359748011,7.488137081,0.003453651,8.002499978,0.17307219,8.002499978,,,0.11307219,,7.995971877
10852,21808.79293,11-11-2015 20:26:05,123.2486441,7,1,0.233147338,3.471491098,2.176749936,2.063596425,8.360030687,7.488137081,0.001780691,8.006446082,0.173153511,8.006446082,,,0.113153511,,7.99991834
10853,21809.80837,11-11-2015 20:26:06,124.2640826,7,1,0.129838824,3.463396788,2.176809883,2.063596425,8.360238725,7.488137081,-0.008618009,8.009354985,0.173213458,8.009354985,,,0.113213458,,8.002827533
10854,21810.824,11-11-2015 20:26:07,125.2797178,7,1,0.044230029,3.456273794,2.176840937,2.063596425,8.360346247,7.488137081,-0.008972962,8.010861873,0.173244511,8.010861873,,,0.113244512,,8.004334567
10855,21811.82403,11-11-2015 20:26:08,126.279747,7,1,0.008650002,3.45303607,2.176850826,2.063596425,8.360380422,7.488137081,-0.00657258,8.01134173,0.1732544,8.01134173,,,0.113254401,,8.004814474
10856,21812.83959,11-11-2015 20:26:09,127.2953106,7,1,0.003773552,3.452388525,2.176852957,2.063596425,8.36038778,7.488137081,-0.004953718,8.011445144,0.173256531,8.011445144,,,0.113256532,,8.00491789
10857,21813.83971,11-11-2015 20:26:10,128.2954253,7,1,-0.000199852,3.451902866,2.176853815,2.063596431,8.360390743,7.488137098,-0.003917647,8.011486538,0.173257384,8.011486538,,,0.113257384,,8.004959237
10858,21814.85532,11-11-2015 20:26:11,129.3110382,7,1,-1.92E-05,3.451902866,2.176853815,2.063596448,8.360390743,7.488137159,-0.00223403,8.011485684,0.173257367,8.011485684,,,0.113257367,,8.004958412
10859,21815.87086,11-11-2015 20:26:12,130.326571,7,1,-1.92E-05,3.45174098,2.176853815,2.063596466,8.360390743,7.48813722,-0.000841808,8.011484832,0.173257349,8.011484832,,,0.113257349,,8.004957539
10860,21816.88645,11-11-2015 20:26:13,131.3421676,7,1,-0.000199852,3.451902866,2.176853815,2.063596484,8.360390743,7.488137284,-0.000226641,8.011483922,0.17325733,8.011483922,,,0.113257331,,8.004956665
10861,21817.90211,11-11-2015 20:26:14,132.3578257,7,1,-0.000199852,3.451579094,2.176853815,2.063596497,8.360390743,7.488137328,-0.000161886,8.011483314,0.173257318,8.011483314,,,0.113257318,,8.004956034
10862,21818.91772,11-11-2015 20:26:15,133.3734383,7,1,-1.92E-05,3.45174098,2.176853815,2.06359651,8.360390743,7.488137373,-3.24E-05,8.011482672,0.173257305,8.011482672,,,0.113257305,,8.004955404
10863,21819.91773,11-11-2015 20:26:16,134.3734477,7,1,-1.92E-05,3.45174098,2.176853815,2.063596536,8.360390743,7.488137463,0,8.011481404,0.173257279,8.011481404,,,0.113257279,,8.004954142
10864,21820.93295,11-11-2015 20:26:17,135.3886659,7,1,-1.92E-05,3.45174098,2.176853815,2.06359656,8.360390743,7.488137546,-6.48E-05,8.011480248,0.173257255,8.011480248,,,0.113257255,,8.004952977
10865,21821.93327,11-11-2015 20:26:18,136.3889877,7,1,-0.119221367,3.442189693,2.176853815,2.063607416,8.360390743,7.488174917,-0.001910257,8.010953479,0.173246399,8.010953479,,,0.113246399,,8.004426142
10866,21822.94899,11-11-2015 20:26:19,137.4047096,7,1,-0.933407962,3.376302242,2.176853815,2.063722286,8.360390743,7.48856444,-0.015055371,8.005379399,0.173131529,8.005379399,,,0.113131529,,7.998851566
10867,21823.96456,11-11-2015 20:26:20,138.4202754,7,1,-1.733868361,3.307824612,2.176853815,2.064068959,8.360390743,7.489722913,-0.028815651,7.988557062,0.172784856,7.988557062,,,0.112784856,,7.982027721
10868,21824.96459,11-11-2015 20:26:21,139.4203108,7,1,-2.348842859,3.251488447,2.176853815,2.064611983,8.360390743,7.491505927,-0.040050507,7.962206817,0.172241832,7.962206817,,,0.112241832,,7.955675074
